game_id,score,max_tile,steps,duration_sec
162,95940,4096,3785,66.27699661254883
163,63532,4096,2561,66.17487382888794
164,3800,128,295,8.499181270599365
165,67828,2048,2765,69.11029434204102
166,34164,2048,1500,37.01448893547058
167,41608,1024,2008,49.803954124450684
168,24756,512,1322,32.24623155593872
169,5124,256,361,8.10317349433899
170,89612,2048,3844,95.91896152496338
171,67456,4096,2741,68.30170965194702
172,17604,512,954,22.78398609161377
173,49032,2048,2107,49.29643893241882
174,9224,512,541,11.632965087890625
175,74236,2048,3229,72.50386071205139
176,34196,1024,1693,37.23118591308594
177,4932,128,357,7.640772819519043
178,4356,128,333,7.197326898574829
179,8772,256,558,11.97420620918274
180,85892,4096,3479,76.05968904495239
181,50252,2048,2129,46.827351093292236
182,17456,512,972,21.18916893005371
183,17392,512,988,21.46899104118347
184,186832,8192,6824,150.67251324653625
185,23296,1024,1139,24.91577959060669
186,1948,64,181,4.0935821533203125
187,73028,2048,3059,67.20522785186768
188,27436,1024,1332,29.28186345100403
189,47540,2048,2040,47.815189838409424
190,107264,4096,4117,89.5235435962677
191,33052,2048,1503,34.09248971939087
