game_id,score,max_tile,steps,duration_sec
72,90568,4096,3724,459.1729791164398
73,315212,16384,10663,1220.5292375087738
74,33540,1024,1584,163.8872628211975
75,33612,1024,1592,162.75533771514893
76,288900,16384,9613,894.266441822052
77,71908,2048,3132,236.82852745056152
78,58308,2048,2572,186.15691661834717
79,122020,8192,4407,414.09186577796936
80,16752,1024,829,72.94149804115295
81,36900,2048,1598,132.91566562652588
82,180568,8192,6523,540.9806838035583
83,14132,512,804,58.9199903011322
84,7188,256,463,36.103281021118164
85,48052,2048,2124,166.29765367507935
86,18144,512,948,67.31889772415161
87,168288,8192,6100,504.3393039703369
88,23520,1024,1202,90.0152976512909
89,137444,4096,5425,421.6273555755615
90,131404,4096,5103,376.4885628223419
91,8544,512,508,34.55640244483948
92,77732,4096,3128,228.45687127113342
93,110084,4096,4284,331.2904260158539
94,74444,2048,3152,251.7615396976471
95,9568,256,593,35.69061541557312
96,38764,2048,1728,138.98111057281494
97,36664,1024,1725,128.17262482643127
98,29432,1024,1436,153.8382008075714
99,57968,2048,2574,170.78895497322083
100,15176,512,806,59.494277000427246
101,20336,1024,1032,77.39147162437439
