game_id,score,max_tile,steps,duration_sec
132,36700,2048,1636,84.0713300704956
133,6832,256,429,21.96987509727478
134,8940,256,550,28.032849550247192
135,8812,256,549,26.33346939086914
136,30616,1024,1414,78.35638976097107
137,7984,256,512,31.87144422531128
138,4536,128,329,17.060906410217285
139,4108,128,314,17.377484798431396
140,24540,1024,1160,67.09891939163208
141,23364,1024,1121,59.46540069580078
142,18624,1024,954,45.529659032821655
143,16060,512,851,49.80439376831055
144,10852,256,679,1306.041228055954
145,36732,2048,1628,1389.1847739219666
146,7564,256,483,22.973448276519775
147,19184,1024,983,50.80896186828613
148,26940,1024,1311,66.8932192325592
149,15028,512,813,37.553953409194946
150,14036,512,797,36.51920008659363
151,13464,512,749,35.32594394683838
152,16284,512,876,40.36068391799927
153,4140,128,309,17.869663953781128
154,65800,4096,2664,149.31524276733398
155,8088,256,509,25.146716594696045
156,21040,1024,996,57.817373275756836
157,36728,2048,1619,91.4905321598053
158,8716,256,564,27.48873519897461
159,14444,512,777,42.00320553779602
160,62832,4096,2445,117.79210424423218
161,8104,256,487,30.268909454345703
