game_id,score,max_tile,steps,duration_sec
12,13436,512,771,22.503146648406982
13,15928,512,881,31.228999614715576
14,129388,4096,4961,189.76701545715332
15,107020,4096,4020,175.85937595367432
16,40472,1024,1911,98.26061987876892
17,54612,2048,2357,119.24150395393372
18,29984,1024,1442,78.66134691238403
19,108192,4096,4129,221.57299208641052
20,8284,256,552,33.03741478919983
21,32116,1024,1549,82.23560881614685
22,19500,1024,1020,54.09626770019531
23,15432,512,805,43.69672703742981
24,11988,512,670,36.01492500305176
25,28132,1024,1323,71.89643955230713
26,12296,512,673,36.703627586364746
27,18628,512,1013,55.24377799034119
28,34408,1024,1683,90.8607108592987
29,69784,2048,2902,159.92676663398743
30,16536,512,888,47.77588224411011
31,17796,1024,924,48.856990575790405
32,12480,512,703,38.1031973361969
33,87600,2048,3779,203.71155190467834
34,145280,8192,5324,290.4991207122803
35,113208,4096,4404,239.73652005195618
36,76348,4096,3050,165.69762778282166
37,185616,8192,6759,370.0963451862335
38,85608,4096,3424,187.47823333740234
39,35588,1024,1657,90.12878322601318
40,128392,4096,5016,275.95744037628174
41,47316,2048,2198,119.74943399429321
