game_id,score,max_tile,steps,duration_sec
102,184712,8192,6768,360.471214056015
103,177660,8192,6613,364.54629826545715
104,70788,4096,2964,162.1270010471344
105,12292,512,683,36.8600172996521
106,119088,4096,4524,247.88897252082825
107,122808,4096,4782,262.3073925971985
108,31740,1024,1524,82.29645872116089
109,16080,512,852,45.90561270713806
110,56056,2048,2361,126.34278178215027
111,35308,1024,1680,89.33996677398682
112,6736,256,446,23.400209426879883
113,56796,2048,2535,136.78940343856812
114,28968,1024,1433,77.70947670936584
115,119760,4096,4656,252.8902838230133
116,152640,4096,5868,319.3196301460266
117,53888,2048,2355,127.40457320213318
118,11772,512,649,34.832491874694824
119,33668,1024,1608,85.97911882400513
120,21536,512,1082,58.192198753356934
121,24972,1024,1188,63.79993796348572
122,15548,512,841,43.63841533660889
123,156940,8192,5816,319.6898784637451
124,26880,1024,1351,73.05414366722107
125,15956,1024,816,44.7293267250061
126,53048,2048,2319,124.95267295837402
127,30516,2048,1396,75.15105247497559
128,37372,1024,1709,91.49927091598511
129,81028,4096,3222,175.13654613494873
130,22336,1024,1140,61.205251693725586
131,12440,512,697,36.65820074081421
