game_id,score,max_tile,steps,duration_sec
132,108836,4096,4165,50.39219427108765
133,137996,8192,4922,67.08540773391724
134,83412,4096,3420,46.25005841255188
135,46688,2048,2155,29.591856718063354
136,29360,512,1538,19.711995601654053
137,45976,1024,2209,29.845276832580566
138,32768,1024,1550,20.590259552001953
139,59852,2048,2582,36.89412832260132
140,45112,2048,2082,28.954432249069214
141,35360,1024,1710,23.334866285324097
142,5936,256,390,5.598418951034546
143,61992,2048,2579,36.41527724266052
144,14704,512,802,10.865772247314453
145,65036,4096,2615,37.00302338600159
146,16380,512,875,12.010945320129395
147,78144,4096,3107,43.93559551239014
148,91088,4096,3624,73.00614166259766
149,55904,2048,2358,1701.061006307602
150,174144,8192,6374,993.0272426605225
151,188644,8192,6883,92.6106903553009
152,73616,2048,3176,41.814194679260254
153,14664,512,835,10.329925060272217
154,25996,1024,1255,15.122767448425293
155,28064,2048,1301,16.359184980392456
156,168020,4096,6432,84.54806113243103
157,3284,128,253,3.290801525115967
158,31648,1024,1538,22.679090976715088
159,39804,1024,1889,26.770068407058716
160,141708,8192,5093,69.08568024635315
161,32412,1024,1603,19.261526584625244
