game_id,score,max_tile,steps,duration_sec
162,31644,1024,1477,95.73703598976135
163,16964,512,936,82.55701732635498
164,26580,1024,1256,105.43185520172119
165,8004,256,504,43.92245864868164
166,14484,512,776,62.92525267601013
167,30276,2048,1380,117.71152544021606
168,16252,512,880,64.39080476760864
169,12856,512,720,55.71147680282593
170,7868,256,478,33.95077133178711
171,16888,512,917,66.52540493011475
172,8528,256,530,40.585078954696655
173,12760,512,728,54.803444385528564
174,16248,512,877,59.57694745063782
175,7728,256,497,38.323750257492065
176,20968,1024,1048,69.85074806213379
177,27020,1024,1309,100.5332841873169
178,8768,256,530,40.96193218231201
179,7724,256,488,40.41329836845398
180,23528,1024,1141,86.4161286354065
181,16192,512,893,60.59421110153198
182,33068,1024,1563,107.5605936050415
183,7616,256,487,33.38222098350525
184,16344,512,880,60.79276418685913
185,25200,1024,1188,86.00969767570496
186,5660,256,381,25.02874183654785
187,7900,256,495,37.03060603141785
188,24092,1024,1189,82.16840624809265
189,15700,512,839,60.89319658279419
190,9052,256,578,37.877058267593384
191,8936,256,555,41.41227078437805
